time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2000-09-25,14.7,8.4,23.2,,,328.0,4.6,,,
2000-09-26,15.4,8.5,25.4,,,343.0,4.9,,,
2000-09-27,14.3,8.9,21.5,,,,4.2,,,
2000-09-28,15.7,8.3,24.3,,,,9.1,,,
2000-09-29,18.0,16.2,20.0,,,38.0,18.5,,,
2000-09-30,10.5,8.7,13.8,,,,4.3,,,
2000-10-01,11.1,8.1,16.1,,,,3.6,,,
2000-10-02,10.2,7.6,13.9,,,,3.9,,,
2000-10-03,9.8,6.7,16.5,,,,3.4,,,
2000-10-04,9.7,3.8,18.1,,,,5.0,,,
2000-10-05,10.7,6.0,15.9,,,,4.5,,,
2000-10-06,9.4,4.7,13.0,,,252.0,5.1,,,
2000-10-07,7.0,2.6,13.3,,,,5.4,,,
2000-10-08,6.4,0.5,14.8,,,,4.6,,,
2000-10-09,7.9,4.0,14.6,,,,2.7,,,
2000-10-10,7.2,4.3,10.6,,,,4.8,,,
2000-10-11,5.8,3.9,7.3,,,344.0,4.5,,,
2000-10-12,8.4,5.5,12.4,,,,5.5,,,
2000-10-13,9.2,8.7,10.2,,,,4.5,,,
2000-10-14,10.9,7.6,15.4,,,287.0,9.1,,,
2000-10-15,10.3,8.3,12.3,,,333.0,9.6,,,
2000-10-16,10.9,7.1,15.1,,,30.0,12.2,,,
2000-10-17,10.5,8.3,16.3,,,,3.2,,,
2000-10-18,9.8,5.6,17.9,,,,4.0,,,
2000-10-19,9.2,4.7,16.3,,,,3.9,,,
2000-10-20,10.8,4.4,16.6,,,28.0,13.7,,,
2000-10-21,14.1,7.7,17.7,,,40.0,18.8,,,
2000-10-22,9.3,3.3,19.1,,,2.0,3.8,,,
2000-10-23,9.1,3.3,18.5,,,349.0,4.5,,,
2000-10-24,10.7,7.1,17.1,,,350.0,4.3,,,
2000-10-25,10.5,4.6,20.6,,,,4.0,,,
2000-10-26,8.5,7.3,10.0,,,,2.9,,,
2000-10-27,9.5,6.2,17.0,,,,3.4,,,
2000-10-28,9.0,3.4,19.6,,,,4.0,,,
2000-10-29,7.3,4.0,11.4,,,,3.9,,,
2000-10-30,9.5,2.7,15.2,,,,8.6,,,
2000-10-31,6.9,3.7,11.2,,,,5.9,,,
2000-11-01,6.2,3.6,13.2,,,,3.3,,,
2000-11-02,6.4,0.9,10.5,,,16.0,8.6,,,
2000-11-03,5.3,4.1,8.1,,,,4.3,,,
2000-11-04,4.7,2.4,9.7,,,,4.3,,,
2000-11-05,5.2,0.7,9.2,,,23.0,9.4,,,
2000-11-06,6.1,2.6,9.7,,,21.0,18.7,,,
2000-11-07,4.5,2.1,8.3,,,,4.5,,,
2000-11-08,4.9,1.5,10.6,,,,3.3,,,
2000-11-09,4.3,2.4,7.4,,,,3.1,,,
2000-11-10,4.8,2.7,8.5,,,,3.4,,,
2000-11-11,2.2,-2.2,10.1,,,357.0,4.5,,,
2000-11-12,7.5,0.8,10.9,,,56.0,16.4,,,
2000-11-14,4.5,2.7,10.6,,,,5.5,,,
2000-11-17,1.0,0.3,3.2,,,,1.5,,,
2000-11-18,0.5,-3.4,5.1,,,,2.1,,,
2000-11-19,-0.5,-5.0,4.2,,,,2.1,,,
2000-11-20,2.7,1.2,4.4,,,,3.2,,,
2000-11-21,2.8,0.8,6.1,,,,3.8,,,
2000-11-22,4.5,0.5,8.1,,,38.0,5.4,,,
2000-11-23,9.9,7.4,11.3,,,48.0,24.3,,,
2000-11-24,3.4,2.3,5.6,,,215.0,5.9,,,
2000-11-25,2.5,-0.4,7.8,,,,3.5,,,
2000-11-26,0.9,-0.3,2.9,,,254.0,6.6,,,
2000-11-27,1.9,0.0,3.7,,,,3.0,,,
2000-11-28,5.3,3.0,12.2,,,,3.8,,,
2000-11-29,5.1,1.7,9.8,,,359.0,4.6,,,
2000-11-30,6.4,3.4,13.2,,,0.0,4.8,,,
2000-12-01,11.0,2.8,14.9,,,47.0,19.8,,,
2000-12-02,9.6,6.6,13.0,,,39.0,14.3,,,
2000-12-03,5.8,1.9,9.4,,,,5.7,,,
2000-12-04,4.4,-0.5,12.1,,,,4.0,,,
2000-12-05,5.2,1.3,11.9,,,332.0,4.4,,,
2000-12-07,9.0,1.8,11.8,,,41.0,18.6,,,
2000-12-08,11.7,7.5,13.5,,,69.0,14.1,,,
2000-12-09,7.0,4.0,11.1,,,,2.9,,,
2000-12-10,2.9,0.1,5.9,,,,2.9,,,
2000-12-11,3.6,0.3,9.1,,,352.0,4.8,,,
2000-12-12,6.1,2.6,11.3,,,,3.9,,,
2000-12-13,6.6,2.9,11.9,,,,4.8,,,
2000-12-14,3.2,1.7,4.9,,,,3.5,,,
2000-12-15,2.0,0.0,3.6,,,,5.7,,,
2000-12-16,-0.3,-1.5,3.2,,,,2.7,,,
2000-12-17,-0.2,-2.6,4.3,,,,3.1,,,
2000-12-18,-0.8,-4.1,5.2,,,,3.0,,,
2000-12-19,3.6,0.9,9.4,,,,4.2,,,
2000-12-20,3.1,0.4,10.9,,,,4.3,,,
2000-12-22,3.3,-2.4,11.1,,,358.0,10.9,,,
2000-12-24,4.0,-2.5,7.4,,,42.0,18.1,,,
2000-12-25,4.7,1.1,7.2,,,,12.9,,,
2000-12-26,0.4,-1.8,2.7,,,,4.3,,,
2000-12-27,0.5,-2.2,4.4,,,,2.9,,,
2000-12-28,0.0,-1.8,2.4,,,,4.2,,,
2000-12-29,-1.1,-2.7,2.8,,,242.0,4.8,,,
2000-12-30,-1.5,-2.9,1.5,,,,2.1,,,
2000-12-31,-3.8,-7.2,1.2,,,5.0,4.6,,,
2001-01-01,-0.7,-6.1,3.5,,,,5.0,,,
2001-01-02,4.0,0.8,8.7,,,,5.1,,,
2001-01-03,1.6,-1.4,6.7,,,347.0,3.8,,,
2001-01-04,1.0,-1.8,5.5,,,,6.3,,,
2001-01-05,1.3,-1.3,3.8,,,,3.1,,,
2001-01-06,4.3,0.3,6.4,,,263.0,5.9,,,
2001-01-07,0.7,0.0,2.7,,,,0.5,,,
2001-01-08,0.7,0.2,1.2,,,,2.2,,,
2001-01-11,2.7,-0.7,8.0,,,,3.5,,,
2001-01-12,4.1,2.8,5.8,,,,2.6,,,
2001-01-13,3.2,0.7,4.8,,,,6.6,,,
2001-01-14,2.0,-1.8,7.6,,,,15.0,,,
2001-01-15,-2.2,-6.2,5.3,,,,1.2,,,
2001-01-16,-2.6,-6.4,5.4,,,,0.8,,,
2001-01-17,-1.3,-4.6,5.0,,,,2.3,,,
2001-01-18,0.9,-2.1,8.3,,,,2.8,,,
2001-01-19,1.1,0.0,2.7,,,,4.2,,,
2001-01-20,1.4,-0.3,6.9,,,,1.5,,,
2001-01-21,1.1,-2.4,6.0,,,,2.4,,,
2001-01-22,2.4,-2.0,8.0,,,,2.8,,,
2001-01-23,3.8,0.6,9.4,,,,4.0,,,
2001-01-24,4.5,1.6,9.7,,,,6.0,,,
2001-01-25,2.0,-0.4,7.0,,,,2.1,,,
2001-01-26,1.9,-0.6,7.0,,,,3.7,,,
2001-01-27,1.6,-2.9,6.9,,,,5.6,,,
2001-01-28,0.7,-5.4,6.3,,,,13.1,,,
2001-01-29,2.4,-1.3,7.6,,,,5.8,,,
2001-01-30,0.6,-0.7,2.6,,,,3.3,,,
2001-01-31,-1.1,-5.3,5.2,,,,2.9,,,
2001-02-01,-1.5,-3.2,1.9,,,,1.7,,,
2001-02-02,-2.3,-7.8,3.4,,,,2.6,,,
2001-02-03,-0.2,-2.5,2.4,,,,1.1,,,
2001-02-04,2.2,-0.3,9.2,,,,2.0,,,
2001-02-05,3.0,0.6,7.6,,,,4.3,,,
2001-02-06,6.0,0.8,13.2,,,344.0,7.4,,,
2001-02-07,10.2,9.3,12.0,,,47.0,28.3,,,
2001-02-08,9.0,4.2,13.1,,,,11.0,,,
2001-02-09,3.6,1.2,7.9,,,,4.7,,,
2001-02-10,1.5,-3.0,9.0,,,,3.5,,,
2001-02-11,3.4,-2.6,13.5,,,,3.8,,,
2001-02-12,6.4,0.7,16.6,,,,3.7,,,
2001-02-13,3.9,0.3,7.9,,,270.0,5.5,,,
2001-02-14,7.6,-0.3,14.0,,,,13.7,,,
2001-02-15,4.5,-2.0,16.0,,,,3.2,,,
2001-02-16,4.9,-0.1,16.1,,,,3.5,,,
2001-02-17,1.9,-1.4,4.6,,,,4.6,,,
2001-02-18,3.0,-1.9,12.0,,,,4.3,,,
2001-02-19,2.5,-3.0,12.0,,,,4.6,,,
2001-02-20,1.6,-3.1,10.2,,,,5.6,,,
2001-02-21,2.0,-3.0,10.3,,,,4.3,,,
2001-02-22,3.4,-2.1,11.9,,,267.0,6.0,,,
2001-02-23,4.0,2.2,7.0,,,,9.9,,,
2001-02-24,1.7,-2.1,5.6,,,198.0,9.8,,,
2001-02-25,-2.1,-3.3,-0.5,,,,6.3,,,
2001-02-26,-3.0,-5.9,1.4,,,,5.4,,,
2001-02-27,-1.2,-7.4,3.3,,,,13.5,,,
2001-02-28,1.6,-1.3,4.8,,,44.0,15.4,,,
2001-03-01,-0.3,-2.2,3.5,,,,2.6,,,
2001-03-02,0.3,-3.8,4.0,,,,12.5,,,
2001-03-03,4.7,0.5,10.9,,,349.0,5.4,,,
2001-03-04,5.3,3.6,7.3,,,,5.3,,,
2001-03-05,6.4,3.9,12.5,,,,4.3,,,
2001-03-06,7.7,0.0,18.4,,,,4.3,,,
2001-03-07,10.4,6.5,18.6,,,,4.2,,,
2001-03-08,8.7,3.7,11.2,,,78.0,17.1,,,
2001-03-09,6.1,3.4,10.5,,,,2.4,,,
2001-03-10,3.9,2.1,5.4,,,,3.2,,,
2001-03-11,7.1,3.0,12.2,,,,3.0,,,
2001-03-12,8.4,3.6,13.9,,,321.0,7.2,,,
2001-03-13,4.1,1.3,8.4,,,179.0,6.9,,,
2001-03-14,4.9,0.9,9.4,,,254.0,6.3,,,
2001-03-15,8.6,3.5,17.2,,,30.0,4.3,,,
2001-03-16,9.4,2.4,16.8,,,36.0,13.4,,,
2001-03-17,7.6,5.1,11.3,,,210.0,9.8,,,
2001-03-18,7.2,3.1,13.6,,,192.0,5.3,,,
2001-03-19,7.9,4.2,13.3,,,205.0,8.2,,,
2001-03-20,7.1,3.3,12.9,,,,3.7,,,
2001-03-21,7.5,6.2,9.4,,,,3.4,,,
2001-03-22,9.3,6.3,13.0,,,237.0,12.5,,,
2001-03-23,13.3,7.7,21.3,,,,6.4,,,
2001-03-24,15.5,9.7,21.6,,,,5.9,,,
2001-03-25,9.2,5.8,14.4,,,,5.6,,,
2001-03-26,7.7,4.6,12.1,,,213.0,6.2,,,
2001-03-27,7.7,3.9,14.5,,,,3.9,,,
2001-03-28,7.4,1.6,13.8,,,34.0,5.1,,,
2001-03-29,4.9,2.7,6.9,,,,4.6,,,
2001-03-30,4.1,1.7,6.9,,,,6.6,,,
2001-03-31,5.7,-1.7,16.2,,,,4.0,,,
2001-04-01,9.3,0.6,20.8,,,349.0,5.1,,,
2001-04-02,11.2,2.5,21.8,,,8.0,5.6,,,
2001-04-03,10.1,3.7,17.9,,,,4.4,,,
2001-04-04,7.8,4.3,12.7,,,,4.6,,,
2001-04-06,6.6,1.3,14.5,,,,4.0,,,
2001-04-07,5.6,3.2,10.2,,,358.0,7.3,,,
2001-04-08,3.6,0.4,8.5,,,,4.9,,,
2001-04-09,4.6,3.6,5.7,,,,5.1,,,
2001-04-10,5.6,3.5,10.2,,,,6.2,,,
2001-04-11,5.4,2.9,9.8,,,,6.7,,,
2001-04-12,6.7,2.4,11.1,,,,4.5,,,
2001-04-13,6.6,3.2,11.2,,,,6.5,,,
2001-04-14,4.1,0.1,9.3,,,270.0,7.5,,,
2001-04-15,1.3,0.3,2.4,,,,2.9,,,
2001-04-16,3.0,0.1,9.4,,,,4.9,,,
2001-04-17,5.1,1.2,10.0,,,,5.8,,,
2001-04-18,6.0,-0.9,14.0,,,186.0,7.3,,,
2001-04-19,5.6,2.8,9.9,,,,5.9,,,
2001-04-20,2.3,0.4,6.2,,,215.0,9.3,,,
2001-04-21,1.4,-1.3,4.1,,,202.0,9.6,,,
2001-04-22,3.4,-0.1,8.4,,,,4.2,,,
2001-04-23,1.9,0.5,3.2,,,,3.7,,,
2001-04-24,7.2,-0.3,16.8,,,327.0,4.8,,,
2001-04-25,9.3,3.9,15.1,,,343.0,7.5,,,
2001-04-26,7.8,2.4,14.9,,,,5.1,,,
2001-04-27,10.0,1.2,19.3,,,,4.7,,,
2001-04-28,12.8,7.7,19.0,,,351.0,5.4,,,
2001-04-29,12.9,6.6,18.8,,,40.0,13.1,,,
2001-04-30,14.9,13.7,16.8,,,45.0,23.0,,,
2001-05-01,13.8,9.0,16.0,,,57.0,18.4,,,
2001-05-02,15.0,8.8,17.9,,,60.0,20.5,,,
2001-05-03,13.5,9.5,18.8,,,87.0,11.8,,,
2001-05-05,9.8,3.8,17.2,,,,6.8,,,
2001-05-06,11.4,8.6,15.9,,,,5.3,,,
2001-05-07,11.9,8.1,18.5,,,195.0,7.3,,,
2001-05-08,13.6,8.9,20.5,,,,5.5,,,
2001-05-09,15.6,8.5,21.6,,,45.0,9.3,,,
2001-05-10,15.8,10.7,22.4,,,,5.7,,,
2001-05-11,14.8,8.5,22.6,,,,6.1,,,
2001-05-12,15.3,6.6,23.9,,,354.0,4.6,,,
2001-05-13,16.2,8.4,23.8,,,,4.0,,,
2001-05-15,12.6,9.6,16.9,,,,5.2,,,
2001-05-16,14.0,8.8,19.6,,,,6.7,,,
2001-05-17,13.2,10.2,19.0,,,245.0,5.1,,,
2001-05-18,12.4,8.3,17.4,,,,7.7,,,
2001-05-19,12.7,3.7,22.2,,,281.0,6.0,,,
2001-05-20,15.5,6.9,21.3,,,,12.8,,,
2001-05-21,18.0,14.9,22.0,,,51.0,17.1,,,
2001-05-22,17.1,11.3,23.6,,,192.0,5.7,,,
2001-05-23,16.2,10.4,22.6,,,283.0,8.4,,,
2001-05-24,15.3,9.7,22.8,,,,5.1,,,
2001-05-25,16.3,12.4,23.0,,,,4.8,,,
2001-05-26,16.8,8.6,25.4,,,,5.3,,,
2001-05-27,18.4,10.1,27.8,,,,5.0,,,
2001-05-28,19.8,11.9,29.1,,,304.0,5.1,,,
2001-05-29,21.3,12.1,30.9,,,294.0,5.4,,,
2001-05-30,21.5,12.8,30.7,,,296.0,5.9,,,
2001-05-31,16.7,12.9,23.0,,,,5.3,,,
2001-06-01,14.6,8.0,20.8,,,285.0,6.5,,,
2001-06-02,12.2,6.5,18.2,,,,4.7,,,
2001-06-03,10.1,7.1,14.4,,,216.0,8.7,,,
2001-06-04,11.1,1.1,20.9,,,262.0,6.2,,,
2001-06-05,15.7,5.4,25.9,,,229.0,5.3,,,
2001-06-06,12.9,9.4,16.3,,,251.0,6.2,,,
2001-06-07,15.0,6.3,23.8,,,258.0,6.0,,,
2001-06-08,15.7,9.1,22.4,,,295.0,4.9,,,
2001-06-09,12.7,12.0,13.7,,,,3.0,,,
2001-06-10,11.9,9.8,14.3,,,,4.2,,,
2001-06-11,11.8,8.3,17.5,,,221.0,9.3,,,
2001-06-12,13.8,3.9,24.6,,,276.0,5.7,,,
2001-06-13,14.1,10.2,20.6,,,,4.6,,,
2001-06-14,15.4,9.5,23.2,,,261.0,5.1,,,
2001-06-15,17.5,9.8,27.1,,,305.0,4.8,,,
2001-06-17,10.9,8.6,15.1,,,,5.1,,,
2001-06-18,11.6,8.4,16.1,,,208.0,7.0,,,
2001-06-19,13.9,8.4,21.1,,,,5.3,,,
2001-06-20,15.7,7.0,24.4,,,282.0,5.3,,,
2001-06-21,18.0,9.8,26.8,,,287.0,5.4,,,
2001-06-22,18.8,10.5,26.5,,,,5.7,,,
2001-06-23,18.8,10.4,28.1,,,306.0,5.8,,,
2001-06-24,20.6,11.3,29.9,,,,5.0,,,
2001-06-25,21.0,12.5,30.6,,,320.0,5.2,,,
2001-06-26,21.9,12.6,31.2,,,304.0,4.8,,,
2001-06-27,21.1,15.6,28.4,,,,5.9,,,
2001-06-29,19.3,12.5,26.7,,,254.0,5.6,,,
2001-06-30,20.2,12.9,28.6,,,261.0,5.4,,,
2001-07-01,19.6,13.4,25.9,,,,4.6,,,
2001-07-02,20.0,11.8,28.0,,,261.0,5.6,,,
2001-07-04,20.1,13.0,29.0,,,337.0,6.7,,,
2001-07-05,21.7,14.1,28.4,,,35.0,14.6,,,
2001-07-06,24.6,21.6,28.2,,,42.0,25.0,,,
2001-07-07,15.8,13.0,23.2,,,258.0,6.2,,,
2001-07-08,16.4,12.6,22.1,,,268.0,4.9,,,
2001-07-09,18.5,12.6,25.9,,,,5.3,,,
2001-07-10,19.2,14.6,25.8,,,,4.0,,,
2001-07-11,18.8,14.0,24.7,,,,7.9,,,
2001-07-12,18.9,12.0,26.9,,,230.0,6.7,,,
2001-07-13,20.8,14.9,28.2,,,,6.0,,,
2001-07-14,20.3,14.4,26.6,,,,6.8,,,
2001-07-15,14.8,10.1,18.0,,,218.0,6.4,,,
2001-07-16,12.5,8.6,18.4,,,,5.5,,,
2001-07-17,15.7,10.3,22.8,,,,5.1,,,
2001-07-18,13.4,11.2,17.7,,,,3.8,,,
2001-07-19,14.8,10.5,20.8,,,,4.7,,,
2001-07-21,15.6,6.7,24.3,,,,5.4,,,
2001-07-24,19.4,12.9,26.8,,,,5.0,,,
2001-07-25,20.4,12.5,28.6,,,277.0,5.3,,,
2001-07-26,21.5,14.0,30.3,,,,5.3,,,
2001-07-27,22.0,14.1,30.3,,,336.0,5.3,,,
2001-07-28,19.9,15.1,26.2,,,,4.9,,,
2001-07-29,20.4,12.7,28.5,,,271.0,5.4,,,
2001-07-30,22.4,14.9,30.2,,,281.0,5.2,,,
2001-07-31,23.1,16.0,31.7,,,262.0,5.7,,,
2001-08-01,23.0,15.5,32.0,,,326.0,5.0,,,
2001-08-03,21.1,16.0,26.8,,,,4.6,,,
2001-08-05,17.2,12.1,23.2,,,219.0,5.6,,,
2001-08-06,15.6,11.4,20.3,,,,4.3,,,
2001-08-08,17.2,14.6,21.4,,,,4.6,,,
2001-08-09,15.3,14.4,16.3,,,,3.7,,,
2001-08-10,16.1,12.8,21.0,,,211.0,5.9,,,
2001-08-13,17.8,10.1,26.5,,,,4.2,,,
2001-08-15,21.0,13.7,28.9,,,325.0,6.3,,,
2001-08-16,18.9,15.2,23.4,,,260.0,4.1,,,
2001-09-20,10.2,7.5,17.6,,,,3.5,,,
2001-09-21,12.3,8.4,21.3,,,,5.3,,,
2001-09-22,9.4,6.1,12.0,,,,2.9,,,
2001-09-23,12.4,9.4,18.5,,,,8.0,,,
2001-09-24,11.5,9.8,14.7,,,,4.8,,,
2001-09-25,11.6,8.5,17.5,,,212.0,5.5,,,
2001-09-26,10.6,5.7,18.9,,,,3.5,,,
2001-09-29,11.0,8.2,14.4,,,239.0,5.3,,,
2001-09-30,13.7,10.3,21.7,,,,3.7,,,
2001-10-03,14.6,7.6,24.9,,,,3.6,,,
2001-10-04,13.4,9.0,20.4,,,,4.5,,,
2001-10-05,11.2,5.6,18.8,,,,4.9,,,
2001-10-06,15.1,9.5,22.3,,,275.0,4.5,,,
2001-10-07,13.8,11.0,19.8,,,,3.8,,,
2001-10-08,13.0,6.7,21.1,,,,4.5,,,
2001-10-09,13.6,10.7,19.8,,,,4.2,,,
2001-10-10,13.0,8.4,20.1,,,,4.0,,,
2001-10-11,12.7,7.0,22.5,,,358.0,4.3,,,
2001-10-12,13.6,7.0,25.1,,,,3.7,,,
2001-10-13,14.8,8.9,25.0,,,358.0,4.3,,,
2001-10-14,14.3,9.5,23.0,,,344.0,4.8,,,
2001-10-15,13.1,7.8,22.3,,,,4.0,,,
2001-10-16,13.7,8.5,21.7,,,,4.0,,,
2001-10-17,12.1,6.4,22.8,,,,5.2,,,
2001-10-18,14.7,11.3,19.8,,,151.0,10.6,,,
2001-10-19,15.3,9.8,20.8,,,45.0,13.5,,,
2001-10-20,17.3,12.1,21.0,,,28.0,17.9,,,
2001-10-21,10.0,6.7,14.0,,,,4.8,,,
2001-10-22,9.3,4.3,17.5,,,,3.2,,,
2001-10-24,10.9,8.5,16.2,,,,3.5,,,
2001-10-25,9.4,6.0,16.9,,,,2.8,,,
2001-10-26,8.4,3.1,17.8,,,,4.3,,,
2001-10-27,8.7,2.8,17.7,,,,3.3,,,
2001-10-30,10.8,5.7,20.5,,,,3.9,,,
2001-10-31,10.2,4.8,18.2,,,,4.2,,,
2001-11-01,8.1,3.3,14.2,,,213.0,4.0,,,
2001-11-02,5.4,2.1,12.8,,,,3.8,,,
2001-11-03,5.1,0.2,14.0,,,,3.8,,,
2001-11-04,6.3,1.5,15.5,,,,4.2,,,
2001-11-05,4.6,1.3,8.7,,,,2.4,,,
2001-11-06,5.8,4.3,9.4,,,,3.8,,,
2001-11-07,5.4,4.4,6.5,,,,2.1,,,
2001-11-08,6.0,2.5,9.3,,,,5.4,,,
2001-11-09,0.8,-1.3,4.2,,,,4.8,,,
2001-11-10,-0.4,-5.1,7.6,,,8.0,7.7,,,
2001-11-11,2.0,-2.8,14.9,,,172.0,9.7,,,
2001-11-12,1.0,-0.3,3.8,,,,5.0,,,
2001-11-13,2.2,-0.1,6.4,,,,4.2,,,
2001-11-14,0.6,-0.7,2.6,,,,2.4,,,
2001-11-15,4.2,-1.6,9.1,,,,17.1,,,
2001-11-16,1.3,-1.8,7.9,,,268.0,4.6,,,
2001-11-17,2.1,-2.0,8.0,,,,3.2,,,
2001-11-18,3.5,0.5,10.0,,,,4.1,,,
2001-11-19,2.2,-1.1,7.0,,,,3.5,,,
2001-11-20,2.3,1.0,6.1,,,,4.5,,,
2001-11-21,1.0,-3.1,7.5,,,,3.8,,,
2001-11-22,-0.7,-3.5,7.2,,,,4.8,,,
2001-11-23,-0.4,-4.0,3.3,,,219.0,9.2,,,
2001-11-24,-3.1,-7.1,2.7,,,,3.0,,,
2001-11-25,-1.0,-4.8,6.5,,,,4.0,,,
2001-11-26,0.7,-3.3,8.0,,,,3.0,,,
2001-11-27,1.3,0.4,2.1,,,,2.0,,,
2001-11-28,1.8,-0.6,5.6,,,,2.9,,,
2001-11-29,2.4,0.6,6.7,,,,2.5,,,
2001-11-30,2.1,0.3,4.2,,,,1.2,,,
2001-12-01,4.8,2.3,9.2,,,,4.0,,,
2001-12-04,2.9,-0.6,6.5,,,,3.3,,,
2001-12-05,5.4,3.2,9.5,,,,3.2,,,
2001-12-06,4.9,3.6,7.5,,,,2.7,,,
2001-12-07,3.5,0.2,7.7,,,,4.3,,,
2001-12-08,-0.3,-3.3,5.5,,,,3.3,,,
2001-12-09,-2.5,-5.2,3.4,,,,3.4,,,
2001-12-10,-2.7,-5.7,3.9,,,,4.1,,,
2001-12-11,-3.4,-6.4,2.7,,,,2.9,,,
2001-12-12,-4.3,-7.3,1.9,,,,2.9,,,
2001-12-14,-1.1,-4.6,2.3,,,33.0,23.4,,,
2001-12-18,-7.1,-10.4,-0.3,,,,2.7,,,
2001-12-19,-5.6,-9.7,2.2,,,,3.0,,,
2001-12-20,-8.5,-10.9,-5.9,,,,3.2,,,
2001-12-21,-8.2,-11.8,-1.7,,,,3.7,,,
2001-12-22,-4.1,-7.5,-0.8,,,,2.8,,,
2001-12-23,-4.9,-10.4,-1.1,,,,3.2,,,
2001-12-24,-9.8,-13.6,-3.3,,,8.0,3.8,,,
2001-12-25,-7.4,-11.7,-1.0,,,,4.0,,,
2001-12-26,-3.3,-4.8,-0.5,,,220.0,7.1,,,
2001-12-27,-4.1,-6.8,0.7,,,308.0,6.3,,,
2001-12-28,-1.5,-4.5,2.0,,,,2.3,,,
2001-12-29,0.6,0.1,1.4,,,,2.8,,,
2001-12-30,0.8,-0.9,3.9,,,,4.9,,,
2001-12-31,-3.0,-8.5,1.2,,,,3.1,,,
2002-01-01,-8.2,-11.6,-1.8,,,,0.7,,,
2002-01-02,-6.8,-11.5,-0.1,,,,0.8,,,
2002-01-03,-5.4,-8.4,1.2,,,,0.8,,,
2002-01-04,-4.1,-7.3,3.1,,,,0.8,,,
2002-01-05,-4.2,-7.5,3.1,,,,2.0,,,
2002-01-06,-2.4,-5.8,5.3,,,,4.2,,,
2002-01-07,-1.7,-5.4,4.0,,,,6.0,,,
2002-01-08,-0.4,-4.5,5.5,,,,5.5,,,
2002-01-09,-3.0,-6.3,3.9,,,,3.7,,,
2002-01-10,-4.0,-7.3,2.3,,,,3.3,,,
2002-01-11,-3.4,-6.6,3.3,,,,3.8,,,
2002-01-12,-1.8,-5.8,5.5,,,,4.7,,,
2002-01-13,-0.4,-3.7,7.5,,,,4.0,,,
2002-01-14,-1.4,-4.2,5.8,,,1.0,4.0,,,
2002-01-15,-2.9,-6.8,3.8,,,340.0,4.6,,,
2002-01-16,-0.6,-3.5,6.3,,,,3.1,,,
2002-01-17,-0.3,-4.3,5.5,,,,2.9,,,
2002-01-18,-3.7,-7.6,2.9,,,,3.5,,,
2002-01-19,-2.5,-6.6,2.7,,,,3.7,,,
2002-01-20,-1.0,-4.8,6.3,,,,3.8,,,
2002-01-21,2.8,-2.6,9.9,,,,3.9,,,
2002-01-22,1.8,-2.1,8.4,,,324.0,4.7,,,
2002-01-23,1.2,-3.1,6.1,,,,4.3,,,
2002-01-24,1.9,0.5,4.6,,,,3.5,,,
2002-01-25,2.7,-0.3,8.2,,,,4.2,,,
2002-01-30,5.7,1.9,14.4,,,354.0,4.9,,,
2002-01-31,3.7,0.6,10.1,,,317.0,4.6,,,
2002-02-01,4.0,-1.0,12.1,,,,4.2,,,
2002-02-02,7.8,0.8,15.9,,,10.0,10.6,,,
2002-02-03,11.6,8.0,14.4,,,30.0,21.6,,,
2002-02-04,5.9,1.9,12.8,,,340.0,4.8,,,
2002-02-05,5.0,1.7,10.0,,,,4.9,,,
2002-02-06,1.7,0.3,4.5,,,,2.6,,,
2002-02-07,2.3,-0.1,7.4,,,,3.7,,,
2002-02-08,2.2,-2.0,8.3,,,,2.6,,,
2002-02-09,4.5,-0.5,11.7,,,,4.0,,,
2002-02-10,5.5,1.7,9.5,,,,10.1,,,
2002-02-11,4.9,-0.3,13.9,,,,4.0,,,
2002-02-12,5.7,1.0,15.0,,,,4.8,,,
2002-02-13,5.8,0.8,14.1,,,8.0,4.0,,,
2002-02-14,5.3,1.7,10.5,,,48.0,12.5,,,
2002-02-15,4.3,0.6,10.2,,,184.0,14.7,,,
2002-02-16,3.7,0.6,8.2,,,162.0,10.5,,,
2002-02-17,6.0,1.4,9.4,,,43.0,14.3,,,
2002-02-18,2.7,-2.9,10.8,,,247.0,6.5,,,
2002-02-19,3.0,0.1,8.4,,,213.0,7.8,,,
2002-02-20,0.9,0.0,3.0,,,,1.2,,,
2002-02-21,-0.1,-5.3,4.8,,,,3.9,,,
2002-02-22,-2.2,-9.2,3.4,,,,3.5,,,
2002-02-23,2.0,-0.5,6.0,,,,3.1,,,
2002-02-24,1.4,-0.9,3.5,,,227.0,14.1,,,
2002-02-25,1.7,-1.1,7.5,,,,1.9,,,
2002-02-26,3.3,0.3,8.9,,,,4.3,,,
2002-02-27,3.4,2.1,5.5,,,,2.1,,,
2002-02-28,3.7,1.0,7.1,,,,3.7,,,
2002-03-01,2.6,-1.0,6.6,,,,4.0,,,
2002-03-02,1.8,0.2,3.2,,,,1.9,,,
2002-03-03,2.2,0.0,5.8,,,,3.1,,,
2002-03-04,2.7,-3.2,12.8,,,,3.1,,,
2002-03-05,7.7,0.2,12.9,,,45.0,17.4,,,
2002-03-06,6.0,3.6,11.1,,,,7.8,,,
2002-03-09,8.1,1.5,17.2,,,,5.9,,,
2002-03-16,7.5,0.6,13.4,,,26.0,9.7,,,
2002-03-17,9.1,2.7,15.4,,,5.0,10.6,,,
