time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2012-03-27,10.8,3.0,19.8,,,4.0,4.4,,,
2012-03-28,11.6,3.3,21.6,,,356.0,5.0,,,
2012-03-29,11.6,3.9,20.1,,,8.0,4.5,,,
2012-03-30,11.6,4.0,20.9,,,,4.4,,,
2012-03-31,11.8,3.4,21.4,,,1.0,5.7,,,
2012-04-01,10.8,3.2,20.2,,,345.0,3.3,,,
2012-04-02,11.2,3.1,19.8,,,,4.1,,,
2012-04-10,8.7,4.4,15.1,,,,9.9,,,
2012-04-11,5.5,0.7,11.0,,,217.0,8.8,,,
2012-04-12,7.3,3.1,14.0,,,,4.1,,,
2012-04-13,7.5,4.7,13.3,,,199.0,5.5,,,
2012-04-14,6.3,4.3,9.8,,,204.0,4.9,,,
2012-04-15,4.5,2.5,7.5,,,,2.9,,,
2012-04-16,5.5,3.8,8.4,,,,5.3,,,
2012-04-17,6.4,2.8,12.6,,,227.0,5.2,,,
2012-04-18,6.5,2.7,11.5,,,220.0,5.6,,,
2012-04-19,4.6,1.4,8.5,,,,3.1,,,
2012-04-20,4.8,0.6,11.8,,,,4.2,,,
2012-04-21,6.4,2.7,13.0,,,,4.0,,,
2012-04-22,6.1,2.8,11.3,,,236.0,5.8,,,
2012-04-23,6.3,2.4,14.1,,,,4.1,,,
2012-04-24,3.6,2.6,5.6,,,,4.5,,,
2012-04-25,6.7,-0.4,13.0,,,39.0,11.8,,,
2012-04-26,13.9,11.4,17.4,,,47.0,24.1,,,
2012-04-27,16.9,10.0,23.8,,,32.0,9.8,,,
2012-04-28,19.8,17.0,22.7,,,26.0,14.5,,,
2012-04-29,17.8,14.0,22.0,,,45.0,19.9,,,
2012-04-30,14.3,8.3,17.1,,,51.0,18.5,,,
2012-05-01,10.4,5.3,15.9,,,,5.2,,,
2012-05-02,10.3,7.5,15.5,,,,3.7,,,
2012-05-03,12.6,5.3,19.7,,,286.0,4.4,,,
2012-05-04,13.6,5.0,21.7,,,6.0,4.6,,,
2012-05-05,11.9,8.7,16.3,,,237.0,4.0,,,
2012-05-06,9.8,7.1,14.3,,,,4.7,,,
2012-05-07,11.6,5.5,19.5,,,,4.3,,,
2012-05-08,11.6,5.8,18.0,,,5.0,3.5,,,
2012-05-09,13.4,9.2,20.1,,,,2.6,,,
2012-05-10,17.4,7.5,27.7,,,,4.2,,,
2012-05-11,19.6,10.3,29.7,,,328.0,3.9,,,
2012-05-12,16.3,12.5,21.8,,,,4.0,,,
2012-05-13,12.1,8.0,18.1,,,214.0,6.9,,,
2012-05-14,12.0,3.8,20.2,,,226.0,4.7,,,
2012-05-15,10.5,4.5,17.7,,,230.0,7.3,,,
2012-05-16,6.5,2.8,12.0,,,219.0,10.5,,,
2012-05-17,10.2,-0.7,20.9,,,290.0,4.6,,,
2012-05-18,13.0,8.7,18.3,,,351.0,6.6,,,
2012-05-19,13.8,9.7,19.0,,,31.0,15.2,,,
2012-05-20,15.7,13.9,19.1,,,52.0,19.1,,,
2012-05-21,12.5,9.3,17.2,,,179.0,9.0,,,
2012-05-22,10.5,5.6,17.2,,,,4.1,,,
2012-05-23,16.1,10.0,23.8,,,,4.2,,,
2012-05-25,18.3,11.2,26.2,,,299.0,4.8,,,
2012-05-26,17.5,12.0,24.3,,,260.0,4.7,,,
2012-05-27,14.6,10.6,21.6,,,325.0,6.0,,,
2012-05-28,15.3,9.4,23.5,,,,4.8,,,
2012-05-31,17.7,11.3,23.3,,,300.0,4.6,,,
2012-06-01,18.9,11.5,26.6,,,255.0,5.5,,,
2012-06-02,20.2,11.3,29.3,,,,4.7,,,
2012-06-03,16.4,12.8,21.5,,,,4.8,,,
2012-06-04,12.6,10.2,16.4,,,,5.1,,,
2012-06-05,15.1,8.8,23.2,,,,3.7,,,
2012-06-06,12.0,9.0,14.9,,,,2.5,,,
2012-06-08,15.2,12.4,20.1,,,228.0,5.6,,,
2012-06-09,15.8,11.1,22.6,,,205.0,5.1,,,
2012-06-10,13.9,10.9,19.3,,,,3.6,,,
2012-06-11,13.9,9.6,20.8,,,,4.1,,,
2012-06-12,11.1,9.1,13.8,,,217.0,6.2,,,
2012-06-16,20.9,11.6,30.4,,,301.0,5.2,,,
2012-06-17,20.9,12.7,28.9,,,279.0,4.6,,,
2012-06-18,20.6,14.1,29.4,,,304.0,5.4,,,
2012-06-23,18.0,10.7,25.9,,,245.0,4.9,,,
2012-06-24,18.7,10.7,27.1,,,,5.5,,,
2012-06-25,18.4,14.2,23.6,,,251.0,7.5,,,
2012-06-26,19.2,15.6,23.7,,,,3.4,,,
2012-06-27,21.5,13.7,29.2,,,,4.3,,,
2012-06-28,23.0,14.5,32.2,,,319.0,4.3,,,
2012-06-29,24.5,16.3,33.6,,,264.0,5.2,,,
2012-06-30,23.2,15.9,30.9,,,280.0,4.8,,,
2012-07-01,18.9,16.1,23.1,,,251.0,4.8,,,
2012-07-02,15.0,13.6,17.3,,,205.0,5.6,,,
2012-07-03,18.2,13.4,25.3,,,205.0,5.1,,,
2012-07-04,19.3,11.1,27.8,,,300.0,5.5,,,
2012-07-05,18.1,14.9,23.9,,,302.0,4.0,,,
2012-07-06,18.0,14.3,23.6,,,248.0,5.1,,,
2012-07-07,19.5,12.2,28.1,,,271.0,5.1,,,
2012-07-08,19.7,13.9,27.7,,,288.0,5.7,,,
2012-07-10,19.9,12.7,27.7,,,257.0,4.4,,,
2012-07-12,17.7,12.0,24.2,,,233.0,6.9,,,
2012-07-14,17.5,13.8,24.2,,,,5.0,,,
2012-07-15,15.8,11.4,21.3,,,216.0,7.8,,,
2012-07-16,14.9,6.7,23.0,,,227.0,5.4,,,
2012-07-17,17.7,9.0,26.4,,,277.0,6.5,,,
2012-07-18,20.5,11.7,30.5,,,294.0,5.1,,,
2012-07-19,21.3,13.4,30.8,,,254.0,5.8,,,
2012-07-20,19.6,13.8,26.4,,,,4.8,,,
2012-07-21,16.7,13.2,22.3,,,232.0,6.1,,,
2012-07-22,16.2,8.5,24.2,,,,6.5,,,
2012-07-23,17.9,8.1,26.6,,,16.0,7.1,,,
2012-07-24,21.8,14.6,30.6,,,,4.5,,,
2012-07-25,22.4,15.6,30.9,,,,4.2,,,
2012-07-26,23.4,14.5,32.4,,,,5.0,,,
2012-07-27,23.3,15.9,34.6,,,347.0,5.4,,,
2012-07-28,19.3,16.4,24.8,,,264.0,4.6,,,
2012-07-29,19.7,15.1,26.8,,,,5.6,,,
2012-07-30,18.7,11.6,27.3,,,272.0,5.4,,,
2012-07-31,20.2,11.1,29.8,,,289.0,5.1,,,
2012-08-01,22.8,12.4,32.9,,,22.0,4.7,,,
2012-08-02,23.3,16.1,31.9,,,204.0,7.0,,,
2012-08-03,21.0,14.6,29.1,,,,4.8,,,
2012-08-04,20.3,12.5,31.1,,,241.0,4.5,,,
2012-08-05,17.3,14.6,23.4,,,318.0,5.2,,,
2012-08-06,16.6,13.4,19.5,,,,3.8,,,
2012-08-07,16.8,9.2,25.7,,,,4.3,,,
2012-08-08,18.2,10.2,26.9,,,,4.3,,,
2012-08-09,19.5,11.1,28.5,,,269.0,4.7,,,
2012-08-10,20.3,12.2,29.0,,,251.0,4.5,,,
2012-08-11,20.5,12.2,29.3,,,,,,,
2012-08-12,19.6,12.0,28.5,,,284.0,5.4,,,
2012-08-13,20.5,14.0,27.4,,,204.0,5.3,,,
2012-08-14,21.1,13.1,29.8,,,287.0,5.0,,,
2012-08-15,22.7,13.3,33.5,,,301.0,4.5,,,
2012-08-16,21.2,17.5,27.3,,,208.0,5.1,,,
2012-08-17,21.7,12.4,32.0,,,322.0,4.4,,,
2012-08-18,24.0,14.3,35.5,,,313.0,5.1,,,
2012-08-19,25.5,15.6,37.0,,,284.0,5.5,,,
2012-08-20,25.7,16.6,35.5,,,316.0,4.7,,,
2012-08-21,25.4,17.3,35.1,,,,3.7,,,
2012-08-22,24.9,17.4,34.5,,,254.0,6.4,,,
2012-08-23,22.1,14.4,30.0,,,,4.0,,,
2012-08-24,21.3,17.0,28.3,,,308.0,3.2,,,
2012-08-25,20.6,14.6,25.4,,,274.0,3.8,,,
2012-08-26,16.1,12.1,22.3,,,,6.4,,,
2012-08-27,16.7,7.3,28.4,,,308.0,4.0,,,
2012-08-30,15.1,13.6,18.4,,,,3.7,,,
2012-08-31,10.5,8.3,13.3,,,,4.9,,,
2012-09-01,10.3,7.8,15.1,,,,3.8,,,
2012-09-02,14.1,8.2,23.5,,,,5.9,,,
2012-09-03,13.4,9.6,17.3,,,243.0,4.7,,,
2012-09-04,16.2,11.8,23.5,,,,4.1,,,
2012-09-05,17.3,11.1,24.6,,,,4.9,,,
2012-09-06,19.0,13.8,25.9,,,210.0,5.0,,,
2012-09-07,19.5,12.4,28.3,,,296.0,4.0,,,
2012-09-08,19.3,11.7,28.1,,,355.0,4.7,,,
2012-09-09,19.4,13.1,27.6,,,,4.7,,,
2012-09-10,17.9,10.4,27.4,,,316.0,4.3,,,
2012-09-11,18.3,12.1,26.8,,,,4.5,,,
2012-09-12,11.9,7.8,14.8,,,,3.2,,,
2012-09-13,10.1,7.0,15.6,,,,4.9,,,
2012-09-14,10.6,3.6,19.6,,,313.0,5.2,,,
2012-09-15,12.5,5.4,21.3,,,,3.9,,,
2012-09-16,14.4,7.5,23.8,,,,3.6,,,
2012-09-17,15.6,9.0,25.5,,,296.0,3.9,,,
2012-09-18,14.0,8.1,21.4,,,,3.2,,,
2012-09-19,12.8,9.2,15.7,,,,5.0,,,
2012-09-20,10.7,4.1,20.1,,,,3.3,,,
2012-09-21,12.9,4.6,23.1,,,,3.2,,,
2012-09-22,14.2,11.9,20.9,,,323.0,3.4,,,
2012-09-23,16.9,9.4,28.1,,,18.0,6.0,,,
2012-09-24,14.4,10.2,19.3,,,354.0,6.8,,,
2012-09-25,12.1,5.3,19.5,,,331.0,4.7,,,
2012-09-26,15.3,9.1,20.3,,,273.0,7.4,,,
2012-09-27,9.7,5.5,17.4,,,220.0,4.2,,,
2012-09-28,10.4,3.8,18.8,,,,3.1,,,
2012-09-29,12.2,10.3,15.9,,,123.0,3.9,,,
2012-09-30,12.5,11.1,15.9,,,215.0,4.0,,,
2012-10-01,13.6,11.2,19.1,,,,4.1,,,
2012-10-02,13.4,9.1,19.8,,,,3.4,,,
2012-10-03,11.6,5.5,20.3,,,,3.2,,,
2012-10-04,12.2,8.8,16.5,,,,2.5,,,
2012-10-05,12.8,6.8,22.5,,,,3.6,,,
2012-10-06,12.9,6.3,22.6,,,,3.0,,,
2012-10-07,12.5,11.2,13.7,,,,2.1,,,
2012-10-08,13.2,9.1,17.8,,,,2.6,,,
2012-10-09,13.6,11.7,17.9,,,,3.7,,,
2012-10-10,12.8,11.4,15.7,,,,2.2,,,
2012-10-11,11.8,9.4,17.9,,,,3.0,,,
2012-10-12,11.2,7.9,15.2,,,,3.9,,,
2012-10-13,9.0,4.9,16.7,,,356.0,3.8,,,
2012-10-14,8.7,4.4,14.3,,,290.0,4.1,,,
2012-10-15,6.1,3.1,9.6,,,,4.7,,,
2012-10-16,6.6,-0.1,15.7,,,,2.8,,,
2012-10-17,11.8,6.0,17.5,,,,12.5,,,
2012-10-18,16.1,14.1,18.3,,,46.0,21.1,,,
2012-10-19,16.9,11.2,21.3,,,42.0,13.4,,,
2012-10-20,13.1,8.1,21.6,,,309.0,4.0,,,
2012-10-21,13.5,8.4,22.2,,,,3.5,,,
2012-10-22,13.3,9.3,20.5,,,,3.0,,,
2012-10-23,12.7,7.6,21.4,,,,3.2,,,
2012-10-24,11.9,6.4,20.4,,,,3.0,,,
2012-10-25,10.2,5.2,18.6,,,,2.8,,,
2012-10-26,10.1,7.5,15.5,,,,6.3,,,
2012-10-27,6.5,1.2,8.8,,,238.0,5.6,,,
2012-10-28,-0.4,-2.0,1.9,,,,3.7,,,
2012-10-29,0.3,-2.0,5.8,,,,2.9,,,
2012-10-30,1.4,-3.4,10.1,,,353.0,3.3,,,
2012-10-31,7.2,-0.4,10.6,,,52.0,16.6,,,
2012-11-01,6.6,1.5,14.2,,,289.0,3.7,,,
2012-11-02,6.9,4.6,11.3,,,,4.2,,,
2012-11-03,9.5,3.7,16.9,,,350.0,5.9,,,
2012-11-04,9.8,6.5,14.6,,,223.0,4.3,,,
2012-11-05,5.8,4.2,8.5,,,,3.6,,,
2012-11-06,3.7,2.5,6.9,,,,2.9,,,
2012-11-07,3.2,0.2,8.9,,,,3.5,,,
2012-11-08,5.4,-0.4,13.1,,,,3.1,,,
2012-11-09,8.8,3.7,16.7,,,347.0,3.9,,,
2012-11-10,10.1,7.0,12.7,,,29.0,12.8,,,
2012-11-11,7.4,5.9,11.4,,,,2.0,,,
2012-11-12,7.1,3.2,13.7,,,4.0,4.5,,,
2012-11-13,4.3,-0.1,11.6,,,1.0,3.6,,,
2012-11-14,5.9,0.9,16.4,,,,2.9,,,
2012-11-15,5.9,1.8,15.4,,,,2.4,,,
2012-11-16,4.5,0.4,13.4,,,,2.7,,,
2012-11-17,3.8,-0.6,12.3,,,2.0,3.5,,,
2012-11-18,3.9,0.2,13.4,,,,3.2,,,
2012-11-19,2.9,-1.5,11.6,,,337.0,3.5,,,
2012-11-20,3.9,-0.3,13.0,,,14.0,3.5,,,
2012-11-21,5.0,0.5,11.2,,,,2.9,,,
2012-11-22,5.7,1.9,11.3,,,,2.5,,,
2012-11-23,4.5,0.5,12.3,,,,2.7,,,
2012-11-24,5.2,1.5,10.5,,,5.0,3.6,,,
2012-11-25,6.2,3.3,9.7,,,330.0,3.8,,,
2012-11-26,8.8,6.0,12.6,,,247.0,5.6,,,
2012-11-27,4.5,2.4,7.6,,,,5.2,,,
2012-11-28,1.6,0.4,2.9,,,,3.3,,,
2012-11-29,0.8,0.1,2.2,,,,2.3,,,
2012-11-30,0.3,-1.5,4.4,,,,2.5,,,
2012-12-01,-1.4,-2.7,0.6,,,,2.5,,,
2012-12-02,-2.3,-4.3,-0.9,,,,5.2,,,
2012-12-03,-4.3,-7.8,-2.3,,,,2.2,,,
2012-12-04,-0.3,-2.1,1.8,,,,4.2,,,
2012-12-05,-1.0,-1.7,0.3,,,,4.2,,,
2012-12-06,-2.1,-7.0,2.6,,,,4.4,,,
2012-12-07,-4.7,-7.6,-1.8,,,,3.7,,,
2012-12-08,-1.3,-3.1,3.0,,,,2.9,,,
2012-12-09,-4.5,-8.5,0.9,,,,1.7,,,
2012-12-10,-2.7,-4.4,0.4,,,,3.9,,,
2012-12-11,-2.7,-7.2,0.8,,,,5.3,,,
2012-12-12,-9.0,-13.0,-1.8,,,357.0,3.5,,,
2012-12-13,-3.5,-10.3,1.8,,,,5.1,,,
2012-12-14,4.5,1.9,6.4,,,52.0,14.7,,,
2012-12-15,2.7,1.7,4.7,,,301.0,3.7,,,
2012-12-16,1.8,1.3,3.0,,,338.0,3.2,,,
2012-12-17,0.8,0.1,2.3,,,,1.5,,,
2012-12-18,0.4,0.1,1.1,,,,3.5,,,
2012-12-19,-1.1,-3.8,2.9,,,,2.6,,,
2012-12-20,-0.8,-4.3,2.1,,,,3.0,,,
2012-12-21,1.1,-0.9,5.4,,,,2.2,,,
2012-12-22,-0.7,-3.6,1.9,,,,2.3,,,
2012-12-23,2.4,0.4,5.9,,,6.0,3.4,,,
2012-12-24,3.1,0.6,8.7,,,9.0,4.1,,,
2012-12-25,4.1,1.9,6.1,,,325.0,4.6,,,
2012-12-26,3.4,-0.5,8.9,,,278.0,3.6,,,
2012-12-27,0.6,-1.2,3.4,,,,3.8,,,
2012-12-28,1.9,-1.1,5.3,,,293.0,6.1,,,
2012-12-29,0.7,-1.9,6.2,,,,3.9,,,
2012-12-30,0.8,-1.8,7.0,,,348.0,4.0,,,
2012-12-31,-0.7,-4.2,5.9,,,349.0,3.4,,,
2013-01-01,0.8,-2.3,5.0,,,,2.9,,,
2013-01-02,0.7,-2.9,4.4,,,,1.9,,,
2013-01-03,-2.2,-5.8,3.9,,,,2.7,,,
2013-01-04,0.3,-3.2,6.6,,,,3.2,,,
2013-01-05,0.7,-2.3,8.3,,,,2.6,,,
2013-01-06,0.1,-2.6,6.7,,,351.0,3.4,,,
2013-01-07,0.2,-3.2,6.8,,,,2.3,,,
2013-01-08,1.9,-1.2,9.0,,,,3.9,,,
2013-01-09,1.5,-1.7,9.9,,,,2.6,,,
2013-01-10,-1.4,-4.6,1.0,,,,1.6,,,
2013-01-11,0.2,-0.4,1.0,,,,4.7,,,
2013-01-12,-1.4,-5.8,3.8,,,,2.4,,,
2013-01-13,0.0,-1.9,4.8,,,,2.0,,,
2013-01-14,-0.1,-1.7,2.3,,,216.0,4.3,,,
2013-01-15,-4.0,-6.4,-2.0,,,,2.0,,,
2013-01-16,-4.3,-9.0,2.2,,,247.0,3.3,,,
2013-01-17,-7.4,-10.9,-1.8,,,,2.9,,,
2013-01-18,-7.7,-13.8,-0.3,,,,2.6,,,
2013-01-19,1.4,-3.0,5.7,,,,16.0,,,
2013-01-20,4.9,0.3,8.4,,,82.0,22.6,,,
2013-01-21,-0.4,-1.9,1.6,,,,3.0,,,
2013-01-22,-0.6,-5.1,5.6,,,,3.4,,,
2013-01-23,-2.2,-6.0,5.1,,,,6.9,,,
2013-01-24,-1.8,-5.8,5.1,,,,3.7,,,
2013-01-25,-2.7,-7.7,3.8,,,,3.4,,,
2013-01-26,-4.7,-10.3,5.3,,,,3.1,,,
2013-01-27,-1.7,-7.3,4.0,,,,2.9,,,
2013-01-28,1.6,-2.0,8.1,,,,2.9,,,
2013-01-29,0.1,-4.0,4.0,,,,3.3,,,
2013-01-30,4.0,1.4,9.5,,,,2.8,,,
2013-01-31,3.4,0.4,7.2,,,,3.0,,,
2013-02-01,1.8,1.1,2.3,,,,2.9,,,
2013-02-02,1.6,-0.8,2.8,,,292.0,5.5,,,
2013-02-03,-1.0,-3.1,3.0,,,,1.3,,,
2013-02-04,-1.1,-3.8,2.5,,,,2.3,,,
2013-02-05,1.6,-0.3,5.0,,,,6.6,,,
2013-02-06,-2.4,-4.1,-0.6,,,,2.8,,,
2013-02-07,-2.6,-4.4,1.4,,,,3.6,,,
2013-02-08,-3.5,-6.6,3.3,,,,3.4,,,
2013-02-09,-4.5,-8.0,1.1,,,,5.3,,,
2013-02-10,-6.0,-12.3,-0.8,,,,2.6,,,
2013-02-11,-1.2,-3.0,0.1,,,128.0,15.3,,,
2013-02-12,-1.3,-3.5,2.3,,,,3.0,,,
2013-02-13,-0.1,-2.5,6.1,,,240.0,4.2,,,
2013-02-14,-2.4,-9.1,3.1,,,,2.6,,,
2013-02-15,0.0,-2.4,3.2,,,,1.3,,,
2013-02-16,-0.4,-5.6,7.6,,,23.0,3.7,,,
2013-02-17,-2.1,-7.9,8.0,,,,2.9,,,
2013-02-18,0.8,-3.1,9.0,,,,3.4,,,
2013-02-19,-1.4,-7.5,8.8,,,,3.0,,,
2013-02-20,1.0,-4.8,9.7,,,,4.3,,,
2013-02-21,-0.1,-3.7,6.3,,,,5.4,,,
2013-02-22,-2.8,-8.3,3.7,,,,5.2,,,
2013-02-24,-4.2,-7.0,0.5,,,229.0,5.0,,,
2013-02-25,-3.7,-8.4,4.1,,,,4.2,,,
2013-02-26,-2.1,-8.7,8.1,,,,4.2,,,
2013-02-27,-1.0,-7.7,8.5,,,,3.7,,,
2013-02-28,1.8,-4.4,10.6,,,,5.9,,,
2013-03-01,2.3,-2.5,11.7,,,225.0,6.4,,,
2013-03-02,1.4,-2.9,9.8,,,,3.7,,,
2013-03-03,3.6,-2.7,14.8,,,305.0,3.4,,,
2013-03-04,6.1,-1.9,13.7,,,63.0,13.4,,,
2013-03-05,8.0,6.5,9.0,,,60.0,30.2,,,
2013-03-06,9.2,7.1,11.6,,,59.0,27.6,,,
2013-03-07,9.5,4.3,15.5,,,39.0,9.8,,,
2013-03-08,6.0,3.1,8.8,,,285.0,4.9,,,
2013-03-09,6.1,2.3,12.2,,,332.0,3.2,,,
2013-03-10,5.8,-0.5,13.4,,,,3.4,,,
2013-03-13,2.1,-2.2,9.8,,,,7.7,,,
2013-03-14,-1.0,-3.3,1.8,,,202.0,10.6,,,
2013-03-15,-2.1,-5.4,3.1,,,47.0,4.3,,,
2013-03-16,0.9,-7.5,9.8,,,46.0,11.6,,,
2013-03-17,2.6,0.9,4.1,,,56.0,23.1,,,
2013-03-18,1.4,-0.3,5.3,,,,8.0,,,
2013-03-19,2.6,-0.6,8.9,,,,2.5,,,
2013-03-20,2.1,-1.1,6.2,,,248.0,4.8,,,
2013-03-21,4.0,-1.2,9.8,,,42.0,4.0,,,
2013-03-22,8.2,1.5,17.7,,,,3.9,,,
2013-03-23,7.6,2.4,13.3,,,72.0,10.5,,,
2013-03-24,7.4,4.5,11.1,,,172.0,11.4,,,
2013-03-25,4.4,3.2,6.0,,,201.0,5.5,,,
2013-03-26,4.2,1.3,9.4,,,209.0,7.0,,,
2013-03-27,4.8,-2.7,13.0,,,,4.4,,,
2013-03-28,2.0,0.6,4.7,,,,3.5,,,
2013-03-29,3.9,1.0,6.4,,,56.0,3.1,,,
2013-03-30,4.5,2.7,7.6,,,,3.3,,,
2013-03-31,5.3,1.8,9.4,,,192.0,8.9,,,
2013-04-01,4.4,-3.1,11.9,,,42.0,9.9,,,
2013-04-02,6.9,-0.2,14.2,,,359.0,5.8,,,
2013-04-03,6.9,3.7,13.3,,,,4.5,,,
2013-04-04,6.7,-0.1,12.5,,,51.0,12.0,,,
2013-04-05,6.9,4.0,9.5,,,,6.0,,,
2013-04-06,8.1,3.3,14.8,,,,6.0,,,
2013-04-07,6.6,3.7,11.7,,,233.0,5.4,,,
2013-04-08,4.9,1.8,8.3,,,,4.1,,,
2013-04-09,3.3,2.0,5.1,,,,3.1,,,
2013-04-10,7.7,2.8,13.7,,,36.0,4.1,,,
2013-04-11,9.5,5.2,15.6,,,46.0,5.4,,,
2013-04-12,8.3,4.9,12.8,,,,5.4,,,
2013-04-13,8.7,2.4,16.0,,,,3.6,,,
2013-04-14,12.2,3.2,22.7,,,26.0,5.0,,,
2013-04-15,14.2,6.1,22.6,,,29.0,6.6,,,
2013-04-16,15.6,10.2,22.1,,,17.0,5.6,,,
2013-04-17,15.5,7.7,23.9,,,28.0,5.3,,,
2013-04-18,15.4,7.9,23.4,,,30.0,5.5,,,
2013-04-19,8.4,3.9,12.9,,,,6.7,,,
2013-04-20,4.5,0.2,10.3,,,,3.1,,,
2013-04-21,7.9,4.2,14.4,,,,5.3,,,
2013-04-22,8.9,5.9,12.6,,,201.0,4.2,,,
2013-04-23,11.8,6.1,19.6,,,,4.1,,,
2013-04-24,12.7,5.0,19.8,,,,7.1,,,
2013-04-25,14.4,5.3,24.1,,,38.0,5.1,,,
2013-04-26,14.2,11.1,17.8,,,119.0,9.5,,,
2013-04-27,10.3,2.9,15.5,,,234.0,8.4,,,
2013-04-28,6.2,1.9,11.8,,,222.0,5.8,,,
2013-04-29,8.9,5.6,14.8,,,218.0,6.1,,,
2013-04-30,14.6,8.4,19.7,,,139.0,16.1,,,
2013-05-01,16.0,9.8,20.5,,,64.0,15.5,,,
2013-05-02,13.0,7.7,22.0,,,5.0,7.6,,,
2013-05-03,10.3,6.6,15.8,,,,6.5,,,
2013-05-04,12.0,5.4,18.3,,,,4.0,,,
2013-05-05,11.9,5.2,20.0,,,185.0,5.2,,,
2013-05-06,11.5,9.6,14.3,,,,2.0,,,
2013-05-07,13.1,7.8,19.9,,,,4.0,,,
2013-05-08,14.2,4.5,23.5,,,122.0,4.3,,,
2013-05-09,15.4,11.8,21.5,,,217.0,3.6,,,
2013-05-10,11.7,8.5,14.4,,,202.0,4.4,,,
2013-05-11,10.5,7.2,15.3,,,,5.1,,,
2013-05-12,9.3,5.7,14.2,,,,6.3,,,
2013-05-13,11.5,2.8,20.2,,,,5.0,,,
2013-05-14,13.8,5.1,23.4,,,,5.8,,,
2013-05-15,13.4,11.2,15.1,,,143.0,15.9,,,
2013-05-16,11.6,7.2,17.1,,,206.0,12.3,,,
2013-05-17,8.6,5.4,14.4,,,244.0,6.4,,,
2013-05-18,9.9,3.1,15.5,,,91.0,14.8,,,
2013-05-19,9.1,4.7,15.5,,,208.0,6.5,,,
2013-05-20,10.7,5.8,17.8,,,227.0,5.2,,,
2013-05-21,9.8,6.4,12.6,,,,3.0,,,
2013-05-22,9.7,7.3,13.9,,,,5.6,,,
2013-05-23,8.7,4.8,15.2,,,205.0,7.4,,,
2013-05-24,5.5,2.6,9.5,,,192.0,8.7,,,
2013-05-25,4.8,2.4,8.1,,,209.0,7.2,,,
2013-05-26,6.7,3.3,11.0,,,187.0,3.8,,,
2013-05-27,10.7,0.4,20.6,,,279.0,5.5,,,
2013-05-28,11.6,5.7,19.2,,,177.0,6.8,,,
2013-05-29,6.3,3.6,10.4,,,224.0,4.7,,,
2013-05-30,7.9,4.4,13.0,,,214.0,5.7,,,
2013-05-31,8.1,5.5,11.5,,,,2.7,,,
2013-06-01,8.6,6.8,10.6,,,,1.8,,,
2013-06-02,12.5,8.8,18.7,,,,3.7,,,
2013-06-03,13.7,9.2,19.7,,,,5.1,,,
2013-06-04,13.0,6.0,19.8,,,,4.5,,,
2013-06-05,15.1,7.3,23.3,,,300.0,5.4,,,
2013-06-06,15.4,8.6,25.6,,,285.0,4.7,,,
2013-06-07,16.4,7.9,26.2,,,,4.3,,,
2013-06-08,16.5,9.2,25.7,,,10.0,7.3,,,
2013-06-09,13.6,10.3,19.0,,,211.0,6.7,,,
2013-06-10,12.3,9.0,16.4,,,,2.9,,,
2013-06-11,15.7,10.5,21.9,,,,2.9,,,
2013-06-12,17.3,8.8,26.2,,,,4.0,,,
2013-06-14,17.2,12.2,23.1,,,224.0,4.7,,,
2013-06-15,19.5,13.4,26.9,,,238.0,5.2,,,
2013-06-16,21.4,12.2,31.1,,,337.0,4.9,,,
2013-06-17,24.1,15.5,31.1,,,52.0,11.7,,,
2013-06-18,25.7,17.2,31.7,,,57.0,11.3,,,
2013-06-19,25.6,23.3,29.3,,,78.0,16.1,,,
2013-06-20,19.6,15.1,23.4,,,98.0,12.7,,,
2013-06-21,17.3,12.0,24.3,,,,5.4,,,
2013-06-22,17.8,13.1,24.6,,,235.0,4.9,,,
2013-06-23,17.1,12.5,22.8,,,130.0,7.9,,,
2013-06-24,12.0,10.1,15.0,,,217.0,6.6,,,
2013-06-25,13.1,8.8,18.9,,,,3.6,,,
2013-06-26,13.7,6.2,20.8,,,,5.7,,,
2013-06-27,11.4,6.6,16.3,,,,4.9,,,
2013-06-28,12.4,6.1,18.4,,,220.0,5.6,,,
2013-06-29,10.4,8.2,12.4,,,,1.5,,,
2013-06-30,16.1,10.4,23.4,,,,3.1,,,
2013-07-01,18.0,8.9,27.8,,,,4.1,,,
2013-07-02,18.6,11.8,28.1,,,29.0,5.6,,,
2013-07-03,15.3,13.7,17.5,,,,2.4,,,
2013-07-04,18.2,13.9,24.6,,,,4.8,,,
2013-07-05,20.2,14.9,26.9,,,,4.8,,,
2013-07-06,21.4,13.4,29.8,,,,4.0,,,
2013-07-07,21.5,13.5,29.9,,,263.0,4.8,,,
2013-07-08,18.6,13.1,27.1,,,,4.7,,,
2013-07-09,16.9,11.6,25.7,,,294.0,4.4,,,
2013-07-10,17.8,10.8,28.9,,,312.0,4.9,,,
2013-07-11,19.0,11.5,27.5,,,,5.4,,,
2013-07-12,20.7,13.4,28.7,,,235.0,5.1,,,
2013-07-13,20.5,13.0,28.4,,,231.0,5.0,,,
2013-07-14,20.6,12.7,29.3,,,257.0,4.4,,,
2013-07-15,21.1,13.4,29.2,,,259.0,3.9,,,
2013-07-16,19.9,13.1,29.7,,,,4.4,,,
2013-07-17,19.8,15.0,26.6,,,,3.9,,,
2013-07-18,17.5,14.2,25.0,,,,3.5,,,
