time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,humidity_mean,humidity_min,humidity_max
2023-08-07,11.3,6.8,18.9,,,73.0,7.2,53.7,1019.9,,44.875,22.0,63.0
2023-08-08,13.3,6.8,19.0,,,49.0,5.3,29.6,1018.8,,45.041666666666664,27.0,71.0
2023-08-09,16.3,9.7,25.1,,,101.0,6.0,48.2,1019.8,,50.75,31.0,75.0
2023-08-10,18.7,12.0,27.3,,,314.0,5.1,44.5,1020.5,,50.291666666666664,27.0,69.0
2023-08-11,20.0,14.0,27.8,,,46.0,4.9,42.6,1023.2,,53.75,33.0,71.0
2023-08-12,20.4,14.5,28.0,,,157.0,4.4,38.9,1023.9,,62.0,33.0,87.0
2023-08-13,19.1,12.5,27.5,,,151.0,4.2,38.9,1022.1,,65.95833333333333,34.0,91.0
2023-08-14,20.1,14.6,27.8,,,114.0,5.2,42.6,1020.9,,60.833333333333336,30.0,84.0
2023-08-15,20.4,14.9,28.7,,,188.0,5.5,44.5,1021.0,,54.25,25.0,80.0
2023-08-16,19.5,13.2,27.8,,,191.0,5.3,44.5,1021.1,,51.583333333333336,26.0,67.0
2023-08-17,19.6,15.5,26.4,,,204.0,5.2,40.8,1020.5,,50.416666666666664,26.0,62.0
2023-08-18,20.5,13.6,28.8,,,182.0,4.8,42.6,1019.6,,50.291666666666664,23.0,70.0
2023-08-19,21.0,15.5,29.9,,,66.0,4.3,40.8,1021.1,,53.833333333333336,27.0,70.0
2023-08-20,22.4,16.0,29.4,,,52.0,5.1,44.5,1023.6,,50.916666666666664,27.0,67.0
2023-08-21,22.6,16.6,30.4,,,56.0,5.1,42.6,1024.5,,52.125,25.0,69.0
2023-08-22,22.7,16.7,29.8,,,47.0,4.8,42.6,1023.2,,53.333333333333336,27.0,73.0
2023-08-23,23.0,17.3,31.4,,,49.0,5.0,46.3,1021.5,,49.791666666666664,21.0,67.0
2023-08-24,22.5,17.7,29.7,,,189.0,4.3,42.6,1021.2,,51.583333333333336,32.0,65.0
2023-08-25,21.5,15.4,29.1,,,212.0,9.6,57.4,1018.3,,49.375,24.0,75.0
2023-08-26,16.8,12.9,20.4,,,211.0,9.3,40.8,1016.6,,75.625,60.0,93.0
2023-08-27,12.1,9.2,14.5,,,146.0,7.8,35.2,1012.6,,94.45833333333333,88.0,100.0
2023-08-28,7.7,5.4,10.8,,,289.0,6.7,38.9,1007.6,,86.45833333333333,56.0,99.0
2023-08-29,9.1,6.2,14.3,,,68.0,5.9,37.0,1009.2,,69.25,46.0,85.0
2023-08-30,10.8,6.9,18.4,,,57.0,5.3,37.0,1010.9,,67.20833333333333,45.0,88.0
2023-08-31,12.0,8.3,16.6,,,69.0,4.8,29.6,1015.9,,67.66666666666667,43.0,93.0
2023-09-01,14.5,8.3,22.3,,,198.0,5.2,37.0,1019.5,,64.125,36.0,84.0
2023-09-02,15.3,9.9,20.8,,,45.0,4.5,31.5,1022.2,,68.375,48.0,87.0
2023-09-03,17.3,11.8,24.7,,,63.0,3.9,33.3,1025.2,,64.66666666666667,39.0,83.0
2023-09-04,18.5,12.3,25.5,,,48.0,4.1,33.3,1024.1,,55.166666666666664,34.0,70.0
2023-09-05,18.3,14.1,23.9,,,49.0,3.6,16.7,1021.6,,68.04166666666667,50.0,95.0
2023-09-06,18.0,11.5,24.3,,,73.0,5.3,25.9,1022.0,,59.25,38.0,89.0
2023-09-07,17.9,12.3,25.1,,,70.0,6.5,24.1,1021.8,,46.583333333333336,31.0,69.0
2023-09-08,17.9,11.3,25.0,,,59.0,5.6,20.4,1021.7,,58.166666666666664,39.0,77.0
2023-09-09,17.9,11.0,25.3,,,38.0,5.2,22.2,1021.2,,58.166666666666664,37.0,77.0
2023-09-10,18.2,11.5,25.4,,,359.0,5.1,22.2,1021.4,,60.875,39.0,82.0
2023-09-11,18.3,11.6,25.5,,,324.0,5.3,25.9,1019.2,,60.041666666666664,33.0,82.0
2023-09-12,16.8,12.0,22.4,,,342.0,5.3,22.2,1018.4,,61.625,42.0,78.0
2023-09-13,14.2,11.2,16.8,,,282.0,5.9,22.2,1019.4,,79.20833333333333,66.0,96.0
2023-09-14,13.6,10.3,17.7,,,13.0,4.2,18.5,1020.5,,81.16666666666667,63.0,97.0
2023-09-15,14.4,9.6,19.1,,,82.0,5.2,20.4,1019.6,,77.0,57.0,99.0
2023-09-16,14.2,12.1,16.2,,,68.0,10.0,27.8,1019.0,,81.20833333333333,67.0,100.0
2023-09-17,15.3,9.7,20.3,,,77.0,7.7,29.6,1019.7,,73.83333333333333,56.0,98.0
2023-09-18,14.8,10.8,16.2,,,89.0,8.6,31.5,1017.8,,85.875,68.0,99.0
2023-09-19,13.0,8.4,19.1,,,270.0,6.8,22.2,1018.4,,78.875,54.0,99.0
2023-09-20,12.3,8.8,15.5,,,67.0,5.8,18.5,1016.6,,84.79166666666667,70.0,100.0
2023-09-21,12.2,9.8,15.0,,,68.0,7.0,24.1,1009.8,,89.875,77.0,100.0
2023-09-22,10.6,7.3,14.1,,,273.0,8.7,37.0,1009.1,,80.25,54.0,100.0
2023-09-23,8.6,5.5,12.3,,,271.0,9.4,37.0,1016.8,,65.04166666666667,45.0,85.0
2023-09-24,9.2,1.6,16.5,,,338.0,4.5,14.8,1022.5,,63.375,44.0,84.0
2023-09-25,10.8,4.4,18.8,,,58.0,5.2,14.8,1023.2,,61.5,43.0,79.0
2023-09-26,13.0,8.1,20.1,,,50.0,5.7,14.8,1023.8,,57.208333333333336,41.0,74.0
2023-09-27,13.7,7.9,20.3,,,56.0,5.0,13.0,1022.9,,63.791666666666664,46.0,83.0
2023-09-28,14.2,9.8,20.0,,,14.0,4.5,11.1,1022.4,,69.91666666666667,51.0,85.0
2023-09-29,14.4,8.7,22.4,,,302.0,7.2,25.9,1025.2,,67.66666666666667,45.0,89.0
2023-09-30,14.6,10.0,19.6,,,295.0,5.9,18.5,1025.7,,71.08333333333333,55.0,85.0
2023-10-01,14.6,10.1,21.5,,,13.0,4.9,13.0,1026.6,,68.33333333333333,48.0,90.0
2023-10-02,15.1,9.5,21.8,,,14.0,4.9,14.8,1027.4,,69.29166666666667,51.0,85.0
2023-10-03,14.2,8.4,20.3,,,304.0,8.1,27.8,1026.9,,66.41666666666667,48.0,87.0
2023-10-04,13.1,10.4,18.1,,,316.0,4.4,16.7,1026.8,,70.70833333333333,52.0,88.0
2023-10-05,12.7,9.1,18.7,,,323.0,5.5,18.5,1026.7,,73.5,54.0,88.0
2023-10-06,13.1,7.7,19.4,,,339.0,5.1,13.0,1026.7,,58.541666666666664,40.0,80.0
2023-10-07,12.5,6.6,20.7,,,324.0,5.2,16.7,1027.2,,53.125,35.0,75.0
2023-10-08,14.7,10.1,22.8,,,27.0,5.5,13.0,1029.3,,51.208333333333336,36.0,65.0
2023-10-09,14.9,9.6,22.4,,,320.0,6.2,22.2,1028.8,,52.916666666666664,33.0,65.0
2023-10-10,13.7,9.8,20.8,,,325.0,5.6,16.7,1025.9,,50.458333333333336,33.0,60.0
2023-10-11,13.7,11.0,20.8,,,315.0,6.1,18.5,1025.0,,54.666666666666664,35.0,69.0
2023-10-12,12.1,6.7,19.8,,,307.0,6.4,18.5,1024.6,,57.125,34.0,78.0
2023-10-13,12.0,8.7,18.2,,,21.0,5.9,16.7,1023.2,,54.458333333333336,30.0,66.0
2023-10-14,10.8,6.4,14.0,,,294.0,8.4,25.9,1020.1,,73.75,59.0,99.0
2023-10-15,7.9,5.1,10.9,,,281.0,7.5,24.1,1018.0,,70.58333333333333,46.0,93.0
2023-10-16,8.0,4.9,12.1,,,60.0,9.2,25.9,1018.0,,54.5,44.0,75.0
2023-10-17,8.2,3.0,11.7,,,72.0,5.4,18.5,1016.1,,72.16666666666667,62.0,87.0
2023-10-18,10.5,8.4,13.0,,,65.0,12.7,37.0,1011.4,,75.79166666666667,70.0,84.0
2023-10-19,10.1,7.6,12.2,,,67.0,17.9,53.7,1001.7,,85.66666666666667,74.0,97.0
2023-10-20,8.7,6.9,10.0,,,43.0,18.3,61.1,990.9,,93.41666666666667,84.0,100.0
2023-10-21,7.6,5.1,10.0,,,277.0,6.7,25.9,1003.0,,87.125,72.0,98.0
2023-10-22,5.7,3.4,8.6,,,291.0,4.7,16.7,1013.2,,81.91666666666667,67.0,95.0
2023-10-23,8.7,5.2,12.3,,,57.0,17.5,59.3,1015.2,,76.95833333333333,68.0,90.0
2023-10-24,7.8,5.0,10.1,,,9.0,12.0,46.3,1010.4,,91.45833333333333,72.0,100.0
2023-10-25,6.8,4.4,9.6,,,286.0,7.6,27.8,1008.8,,85.33333333333333,71.0,97.0
2023-10-26,8.2,6.5,9.9,,,277.0,8.9,29.6,1003.6,,92.08333333333333,76.0,100.0
2023-10-27,7.4,4.8,10.1,,,270.0,13.9,38.9,1002.4,,76.54166666666667,56.0,100.0
2023-10-28,5.9,3.5,9.6,,,291.0,7.8,35.2,1009.4,,70.95833333333333,56.0,88.0
2023-10-29,7.6,2.8,11.7,,,56.0,11.8,35.2,1010.4,,72.79166666666667,62.0,95.0
2023-10-30,7.6,4.6,10.3,,,53.0,15.4,38.9,1007.9,,81.625,69.0,100.0
2023-10-31,5.4,1.6,8.6,,,277.0,12.5,40.8,1012.4,,73.41666666666667,57.0,93.0
2023-11-01,4.2,-0.1,7.4,,,45.0,6.3,18.5,1013.5,,76.5,53.0,96.0
2023-11-02,4.3,1.8,6.1,,,19.0,8.6,31.5,998.5,,94.83333333333333,84.0,100.0
2023-11-03,1.3,-0.6,3.8,,,270.0,11.8,33.3,996.2,,85.75,68.0,97.0
2023-11-04,1.8,-0.6,3.6,,,33.0,5.9,22.2,997.7,,86.91666666666667,66.0,100.0
2023-11-05,2.9,0.8,4.7,,,278.0,11.8,38.9,998.5,,92.04166666666667,79.0,100.0
2023-11-06,3.1,0.5,6.0,,,283.0,7.0,24.1,1014.6,,82.58333333333333,67.0,94.0
2023-11-07,1.2,-0.9,4.6,,,298.0,5.6,20.4,1021.3,,81.08333333333333,65.0,92.0
2023-11-08,0.7,-2.8,6.2,,,0.0,4.5,13.0,1022.8,,71.625,47.0,88.0
2023-11-09,0.9,-2.3,3.1,,,31.0,6.2,16.7,1017.5,,78.875,58.0,100.0
2023-11-10,0.8,-0.7,2.9,,,277.0,10.4,33.3,1011.6,,86.91666666666667,66.0,100.0
2023-11-11,1.0,-0.3,4.2,,,279.0,10.8,29.6,1013.2,,73.25,56.0,91.0
2023-11-12,2.7,-0.8,4.9,,,288.0,11.6,35.2,1013.7,,77.875,65.0,93.0
2023-11-13,6.0,0.8,8.6,,,275.0,14.5,37.0,1019.4,,82.54166666666667,65.0,97.0
2023-11-14,8.9,5.4,11.6,,,274.0,16.7,48.2,1018.9,,86.58333333333333,76.0,100.0
2023-11-15,6.0,-0.1,9.0,,,280.0,13.1,48.2,1022.8,,56.5,40.0,82.0
2023-11-16,3.0,-0.4,6.2,,,299.0,10.0,46.3,1020.0,,64.70833333333333,50.0,91.0
2023-11-17,3.2,1.0,5.5,,,277.0,15.5,50.0,1022.6,,55.125,28.0,92.0
2023-11-18,4.0,0.8,7.4,,,294.0,7.9,22.2,1024.9,,49.291666666666664,36.0,74.0
2023-11-19,6.5,1.1,11.1,,,282.0,10.6,31.5,1022.7,,65.95833333333333,50.0,89.0
2023-11-20,4.4,1.2,7.5,,,282.0,8.3,24.1,1018.3,,65.70833333333333,49.0,83.0
2023-11-21,3.1,0.3,5.9,,,285.0,5.8,22.2,1014.3,,63.0,48.0,74.0
2023-11-22,2.2,-0.7,5.9,,,356.0,4.8,20.4,1020.4,,55.166666666666664,36.0,74.0
2023-11-23,3.9,0.1,8.6,,,49.0,4.8,14.8,1022.2,,46.875,39.0,56.0
2023-11-24,5.1,1.4,8.4,,,288.0,10.0,40.8,1013.6,,45.25,34.0,56.0
2023-11-25,-1.3,-4.6,3.7,,,275.0,11.4,38.9,1016.7,,43.5,35.0,51.0
2023-11-26,-2.3,-6.9,2.2,,,280.0,6.4,20.4,1017.3,,50.791666666666664,41.0,62.0
2023-11-27,-0.1,-2.8,1.9,,,292.0,8.0,24.1,1010.4,,57.5,47.0,94.0
2023-11-28,-1.1,-3.5,0.5,,,265.0,15.8,42.6,1004.9,,83.5,54.0,96.0
2023-11-29,-3.2,-7.9,-0.9,,,307.0,5.7,20.4,1008.7,,57.416666666666664,51.0,67.0
2023-11-30,1.5,-1.8,4.5,,,337.0,5.9,16.7,1002.4,,92.58333333333333,69.0,100.0
2023-12-01,3.6,2.2,5.1,,,274.0,7.3,24.1,998.0,,99.95833333333333,99.0,100.0
2023-12-02,-1.6,-6.2,3.7,,,260.0,15.1,42.6,1007.8,,85.20833333333333,54.0,100.0
2023-12-03,-5.1,-8.6,-1.6,,,10.0,5.0,20.4,1022.4,,62.375,54.0,71.0
2023-12-04,-3.2,-6.2,-1.5,,,60.0,11.4,29.6,1020.0,,74.0,57.0,92.0
2023-12-05,-3.1,-7.1,-0.8,,,285.0,7.7,25.9,1015.9,,85.08333333333333,75.0,94.0
2023-12-06,-5.4,-9.0,-0.9,,,298.0,4.4,14.8,1019.3,,75.5,66.0,86.0
2023-12-07,-2.4,-8.7,2.9,,,44.0,5.4,18.5,1018.4,,58.583333333333336,42.0,78.0
2023-12-08,0.0,-1.2,0.9,,,23.0,6.2,18.5,1015.6,,88.83333333333333,67.0,100.0
2023-12-09,0.0,-3.3,2.8,,,289.0,6.5,33.3,1018.2,,88.08333333333333,72.0,98.0
2023-12-10,1.9,-0.3,3.4,,,272.0,12.1,42.6,1020.1,,81.04166666666667,67.0,96.0
2023-12-11,3.8,1.4,5.1,,,274.0,13.6,35.2,1016.7,,94.29166666666667,84.0,100.0
2023-12-12,5.3,3.1,7.4,,,279.0,10.4,27.8,1013.1,,90.125,84.0,100.0
2023-12-13,2.5,-0.4,4.4,,,267.0,11.5,31.5,1006.5,,94.66666666666667,90.0,100.0
2023-12-14,0.3,-1.7,2.6,,,273.0,6.9,22.2,1018.0,,77.375,54.0,93.0
2023-12-15,-0.4,-2.4,2.4,,,298.0,4.6,14.8,1033.9,,63.333333333333336,54.0,76.0
2023-12-16,0.3,-3.7,4.5,,,57.0,5.0,11.1,1036.6,,53.125,44.0,60.0
2023-12-17,4.2,0.9,9.1,,,47.0,6.3,13.0,1038.9,,51.833333333333336,36.0,66.0
2023-12-18,4.3,0.9,8.2,,,49.0,4.6,9.3,1036.1,,53.833333333333336,44.0,65.0
2023-12-19,3.4,0.3,7.4,,,4.0,4.1,9.3,1028.0,,54.916666666666664,45.0,64.0
2023-12-20,2.4,-0.5,7.0,,,294.0,6.8,24.1,1020.9,,56.666666666666664,39.0,63.0
2023-12-21,2.5,0.8,5.8,,,272.0,12.0,46.3,1018.9,,64.75,44.0,89.0
2023-12-22,4.0,1.2,6.4,,,268.0,23.1,57.4,1017.0,,61.0,36.0,85.0
2023-12-23,4.3,1.8,7.8,,,269.0,14.1,48.2,1021.6,,55.25,21.0,74.0
2023-12-24,5.7,1.1,10.3,,,292.0,6.5,20.4,1021.6,,37.666666666666664,23.0,59.0
2023-12-25,4.8,1.7,8.8,,,309.0,5.5,14.8,1020.4,,56.166666666666664,48.0,68.0
2023-12-26,3.3,0.3,7.3,,,315.0,5.2,14.8,1021.5,,51.541666666666664,42.0,64.0
2023-12-27,3.7,0.3,7.7,,,19.0,5.8,13.0,1024.6,,44.25,32.0,60.0
2023-12-28,2.1,-1.0,5.0,,,343.0,4.8,11.1,1026.1,,56.083333333333336,47.0,73.0
2023-12-29,2.0,-1.1,4.7,,,296.0,5.8,16.7,1023.5,,69.70833333333333,63.0,85.0
2023-12-30,1.2,-0.9,4.2,,,0.0,4.9,13.0,1021.5,,71.04166666666667,58.0,85.0
2023-12-31,0.6,-1.7,2.5,,,19.0,8.6,25.9,1015.6,,80.95833333333333,62.0,100.0
2024-01-01,-1.1,-4.3,0.4,,,278.0,7.1,24.1,1019.0,,81.5,75.0,90.0
2024-01-02,-0.7,-4.3,2.2,,,286.0,8.9,27.8,1017.4,,83.125,67.0,100.0
2024-01-03,2.0,0.7,3.2,,,269.0,13.4,37.0,1013.6,,84.0,75.0,95.0
2024-01-04,1.3,-1.9,2.9,,,281.0,10.7,37.0,1015.0,,79.79166666666667,66.0,92.0
2024-01-05,-0.2,-1.6,0.9,,,45.0,7.3,18.5,1007.9,,93.20833333333333,79.0,100.0
2024-01-06,-0.7,-2.8,1.7,,,281.0,6.3,24.1,1006.3,,83.16666666666667,64.0,100.0
2024-01-07,-1.4,-3.2,0.0,,,275.0,5.5,18.5,1009.3,,70.75,56.0,81.0
2024-01-08,-1.1,-2.2,1.9,,,48.0,4.1,13.0,1013.9,,82.29166666666667,61.0,97.0
2024-01-09,-0.4,-2.5,1.8,,,60.0,8.7,29.6,1021.7,,87.125,73.0,97.0
2024-01-10,-0.7,-1.3,0.2,,,63.0,12.4,33.3,1026.5,,69.33333333333333,64.0,76.0
2024-01-11,-0.1,-3.9,2.7,,,63.0,8.0,29.6,1025.2,,68.33333333333333,61.0,76.0
2024-01-12,-1.6,-4.8,3.1,,,63.0,4.5,11.1,1024.0,,60.458333333333336,49.0,71.0
2024-01-13,-1.6,-5.3,3.0,,,325.0,5.3,14.8,1022.6,,50.541666666666664,43.0,59.0
2024-01-14,-0.6,-5.5,3.7,,,291.0,7.1,22.2,1014.1,,47.833333333333336,37.0,64.0
2024-01-15,-0.4,-2.4,1.5,,,270.0,13.1,37.0,1008.0,,73.75,61.0,95.0
2024-01-16,-0.7,-5.7,3.4,,,290.0,6.5,22.2,1010.0,,58.75,42.0,83.0
2024-01-17,2.1,-1.5,3.9,,,0.0,7.0,20.4,1002.2,,86.875,68.0,100.0
2024-01-18,2.9,1.7,3.8,,,267.0,15.5,40.8,1001.1,,98.95833333333333,94.0,100.0
2024-01-19,-1.0,-4.6,2.9,,,282.0,10.0,37.0,1013.9,,78.58333333333333,63.0,94.0
2024-01-20,-3.1,-5.3,-0.3,,,58.0,10.9,33.3,1029.5,,55.708333333333336,48.0,67.0
2024-01-21,-3.0,-8.0,2.5,,,39.0,5.1,22.2,1033.6,,47.708333333333336,35.0,60.0
2024-01-22,0.4,-4.1,4.4,,,299.0,9.5,33.3,1030.5,,61.083333333333336,46.0,94.0
2024-01-23,2.3,-0.4,6.4,,,280.0,9.2,31.5,1033.9,,67.45833333333333,56.0,88.0
2024-01-24,5.7,3.6,10.5,,,281.0,9.6,33.3,1034.4,,67.54166666666667,38.0,88.0
2024-01-25,4.6,0.8,8.4,,,288.0,8.0,24.1,1031.4,,51.0,41.0,63.0
2024-01-26,5.9,0.3,11.2,,,288.0,8.3,27.8,1030.6,,53.458333333333336,39.0,70.0
2024-01-27,4.4,1.0,8.0,,,345.0,4.7,18.5,1032.3,,50.166666666666664,37.0,64.0
2024-01-28,3.4,0.5,8.0,,,52.0,7.4,18.5,1034.1,,46.333333333333336,35.0,60.0
2024-01-29,4.0,0.0,9.0,,,57.0,6.1,14.8,1033.7,,52.541666666666664,39.0,66.0
2024-01-30,3.1,-0.7,7.9,,,12.0,4.8,11.1,1034.4,,53.416666666666664,36.0,67.0
2024-01-31,3.2,-0.9,9.7,,,345.0,4.5,13.0,1033.9,,57.625,43.0,66.0
2024-02-01,2.6,-0.7,7.8,,,324.0,5.5,20.4,1032.1,,61.083333333333336,47.0,73.0
2024-02-02,3.7,-0.9,8.9,,,349.0,4.0,13.0,1032.6,,55.291666666666664,40.0,63.0
2024-02-03,5.8,1.6,13.4,,,320.0,5.2,18.5,1031.1,,53.458333333333336,34.0,71.0
2024-02-04,7.0,4.4,13.7,,,312.0,5.8,18.5,1030.1,,39.375,22.0,46.0
2024-02-05,5.9,2.7,12.3,,,314.0,6.3,20.4,1027.6,,43.75,32.0,52.0
2024-02-06,3.7,0.4,7.4,,,304.0,6.0,16.7,1023.3,,52.541666666666664,45.0,62.0
2024-02-07,2.9,-0.3,8.6,,,284.0,8.0,25.9,1017.4,,57.458333333333336,42.0,68.0
2024-02-08,4.2,-0.4,9.4,,,289.0,7.8,24.1,1010.1,,66.375,54.0,74.0
2024-02-09,4.7,2.6,6.3,,,61.0,13.6,40.8,998.6,,88.58333333333333,74.0,100.0
2024-02-10,3.0,0.6,4.1,,,56.0,19.9,50.0,991.2,,94.125,84.0,100.0
2024-02-11,0.4,-1.1,5.3,,,270.0,9.7,31.5,1000.3,,83.0,50.0,99.0
2024-02-12,-0.4,-2.9,3.9,,,286.0,4.8,16.7,1009.0,,70.16666666666667,55.0,82.0
2024-02-13,0.6,-2.3,7.0,,,317.0,4.5,16.7,1021.2,,55.333333333333336,39.0,64.0
2024-02-14,2.8,-1.6,10.4,,,318.0,5.7,16.7,1025.2,,55.708333333333336,41.0,68.0
2024-02-15,5.4,2.1,10.3,,,51.0,5.5,11.1,1022.3,,57.125,42.0,70.0
2024-02-16,5.7,1.2,10.9,,,15.0,4.9,13.0,1020.9,,64.70833333333333,51.0,79.0
2024-02-17,5.5,1.8,13.0,,,16.0,4.1,14.8,1027.8,,65.95833333333333,43.0,75.0
2024-02-18,5.7,2.0,11.1,,,319.0,5.5,16.7,1031.5,,63.708333333333336,47.0,74.0
2024-02-19,5.1,2.6,9.0,,,281.0,7.2,25.9,1030.4,,55.375,35.0,73.0
2024-02-20,3.3,0.7,7.6,,,294.0,5.1,20.4,1029.5,,52.708333333333336,32.0,60.0
2024-02-21,2.9,-1.0,6.6,,,338.0,5.1,16.7,1024.8,,58.0,50.0,66.0
2024-02-22,3.0,1.3,4.3,,,274.0,6.6,20.4,1012.4,,87.625,65.0,100.0
2024-02-23,0.3,-2.3,2.8,,,258.0,10.0,27.8,1002.8,,78.5,52.0,100.0
2024-02-24,-1.1,-3.2,3.3,,,275.0,6.3,20.4,1009.0,,74.75,53.0,85.0
2024-02-25,-1.1,-5.0,4.1,,,67.0,7.9,37.0,1011.0,,70.95833333333333,51.0,96.0
2024-02-26,0.7,-0.8,2.3,,,65.0,15.4,35.2,1003.8,,85.75,71.0,100.0
2024-02-27,1.2,-0.9,3.6,,,62.0,7.9,29.6,1008.0,,84.41666666666667,73.0,99.0
2024-02-28,3.7,0.7,6.6,,,55.0,7.9,27.8,1016.2,,84.20833333333333,69.0,100.0
2024-02-29,5.2,2.3,8.5,,,61.0,9.6,31.5,1015.0,,73.58333333333333,61.0,86.0
2024-03-01,3.8,0.8,7.5,,,281.0,5.1,16.7,1008.5,,77.41666666666667,53.0,87.0
2024-03-02,2.8,-0.1,5.5,,,59.0,10.7,51.8,1007.9,,69.5,61.0,82.0
2024-03-03,1.6,-1.6,3.4,,,60.0,22.5,68.5,1001.4,,89.75,74.0,100.0
2024-03-04,2.1,-1.3,6.5,,,321.0,4.9,20.4,1008.7,,84.04166666666667,63.0,100.0
2024-03-05,0.9,-2.5,4.0,,,272.0,8.9,35.2,1016.7,,72.125,56.0,89.0
2024-03-06,-0.7,-2.8,4.4,,,276.0,9.6,25.9,1021.6,,59.75,39.0,70.0
2024-03-07,0.3,-4.4,7.9,,,84.0,5.5,16.7,1018.8,,48.458333333333336,26.0,61.0
2024-03-08,0.3,-1.4,3.8,,,60.0,19.2,59.3,1013.4,,65.25,50.0,95.0
2024-03-09,1.3,-0.9,4.2,,,59.0,25.1,77.8,1007.1,,68.54166666666667,56.0,81.0
2024-03-10,0.7,-2.2,2.1,,,71.0,17.6,75.9,1000.1,,83.33333333333333,67.0,100.0
2024-03-11,0.5,-3.2,3.3,,,283.0,5.6,18.5,1008.9,,72.45833333333333,59.0,88.0
2024-03-12,2.6,-1.4,6.5,,,274.0,8.5,27.8,1018.8,,57.458333333333336,40.0,81.0
2024-03-13,5.5,1.3,14.4,,,284.0,5.4,14.8,1017.8,,59.958333333333336,31.0,77.0
2024-03-14,6.2,3.0,14.2,,,301.0,5.2,14.8,1017.0,,68.125,41.0,78.0
2024-03-15,6.5,1.5,12.1,,,272.0,7.3,24.1,1017.7,,64.08333333333333,41.0,83.0
2024-03-16,6.3,3.0,13.4,,,276.0,9.7,25.9,1022.1,,55.458333333333336,24.0,73.0
2024-03-17,6.7,0.4,13.8,,,279.0,5.8,20.4,1021.5,,52.458333333333336,34.0,70.0
2024-03-18,7.3,4.4,9.7,,,276.0,9.6,25.9,1017.8,,71.83333333333333,61.0,87.0
2024-03-19,7.2,1.5,15.4,,,14.0,5.0,16.7,1016.7,,56.708333333333336,33.0,73.0
2024-03-20,7.9,1.7,15.8,,,9.0,5.8,18.5,1021.4,,57.333333333333336,35.0,75.0
2024-03-21,8.5,2.6,15.1,,,285.0,8.1,29.6,1024.3,,59.208333333333336,38.0,85.0
2024-03-22,9.6,5.2,17.2,,,280.0,6.3,22.2,1020.0,,43.25,19.0,58.0
2024-03-23,6.1,0.9,10.8,,,273.0,14.6,53.7,1016.4,,46.25,14.0,73.0
2024-03-24,1.8,-1.8,5.2,,,277.0,14.2,44.5,1015.1,,45.541666666666664,32.0,59.0
2024-03-25,3.1,-2.3,8.7,,,60.0,13.0,55.5,1006.7,,41.375,29.0,52.0
2024-03-26,2.9,0.5,5.2,,,60.0,27.8,66.7,1000.0,,69.54166666666667,51.0,96.0
2024-03-27,0.9,-1.5,2.4,,,51.0,14.5,51.8,994.3,,88.20833333333333,78.0,96.0
2024-03-28,1.3,-1.6,3.7,,,292.0,9.3,31.5,1001.8,,81.33333333333333,69.0,95.0
2024-03-29,5.9,0.7,10.0,,,61.0,20.1,68.5,1006.2,,66.0,52.0,94.0
2024-03-30,5.3,2.6,7.4,,,64.0,25.4,70.4,1003.6,,70.875,53.0,98.0
2024-03-31,3.9,2.1,5.4,,,72.0,21.7,61.1,1002.8,,86.33333333333333,77.0,100.0
2024-04-01,3.7,0.7,7.2,,,267.0,13.9,51.8,1005.4,,74.625,54.0,93.0
2024-04-02,4.0,-0.3,10.3,,,264.0,10.1,29.6,1017.4,,60.375,37.0,90.0
2024-04-03,4.0,2.0,6.3,,,301.0,8.2,31.5,1017.7,,72.29166666666667,60.0,86.0
2024-04-04,6.2,0.9,13.0,,,195.0,7.2,33.3,1020.4,,61.916666666666664,36.0,87.0
2024-04-05,8.4,2.5,15.1,,,201.0,7.3,33.3,1022.3,,58.208333333333336,32.0,87.0
2024-04-06,10.4,4.6,17.2,,,206.0,7.7,31.5,1023.6,,44.0,23.0,67.0
2024-04-07,11.9,5.6,19.1,,,207.0,8.6,33.3,1022.6,,44.208333333333336,25.0,67.0
2024-04-08,12.4,6.9,17.9,,,208.0,10.4,44.5,1016.6,,42.0,28.0,58.0
2024-04-09,6.0,-1.3,13.4,,,31.0,8.5,35.2,1017.6,,80.58333333333333,52.0,100.0
2024-04-10,3.7,-0.2,6.9,,,58.0,7.3,42.6,1023.5,,54.458333333333336,36.0,88.0
2024-04-11,7.9,2.0,15.3,,,219.0,5.2,27.8,1029.2,,59.125,30.0,89.0
2024-04-12,11.6,5.0,20.2,,,193.0,5.5,25.9,1030.8,,46.708333333333336,23.0,72.0
2024-04-13,13.4,5.6,22.1,,,203.0,5.7,25.9,1028.9,,42.875,22.0,64.0
2024-04-14,14.1,6.6,22.0,,,206.0,6.3,29.6,1025.4,,43.5,22.0,66.0
2024-04-15,12.1,7.9,17.6,,,185.0,8.7,46.3,1017.6,,53.791666666666664,33.0,78.0
2024-04-16,6.5,-0.1,11.5,,,67.0,10.7,55.5,1012.2,,46.125,22.0,74.0
2024-04-17,2.1,-1.1,6.1,,,66.0,9.3,51.8,1012.9,,42.791666666666664,22.0,57.0
2024-04-18,0.0,-2.6,3.9,,,52.0,7.3,38.9,1014.6,,51.166666666666664,36.0,74.0
2024-04-19,2.5,-4.3,9.8,,,101.0,8.2,42.6,1019.7,,44.208333333333336,23.0,72.0
